Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR031056,2010-02-18 13:08:10,2014-05-26 11:00:33,14817180,1111288500,0,75,716,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031056/SRR031056.sralite.1,SRX013970,SAQ,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,C274D40740AC4B9231F31DC267CD54F4,699D804805BB2240C9B55D70E9683E76
SRR031057,2010-02-18 13:10:03,2014-05-26 11:00:55,14267012,1070025900,0,75,686,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031057/SRR031057.sralite.1,SRX013970,SAQ,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,7EBA425D6C9BFF90D6897849B8A7D54A,ECF266B1BB05A5E70A06D5E480F7206A
SRR031058,2010-02-18 12:21:58,2014-05-26 11:00:47,15497805,1162335375,0,75,755,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031058/SRR031058.sralite.1,SRX013970,SAQ,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,7E5DC034D31C4E4776F74F2ECDDB3747,6802C6448236438A133F9F0EE065A2A4
SRR031059,2010-02-18 13:11:45,2014-05-26 11:01:02,15538542,1165390650,0,75,754,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031059/SRR031059.sralite.1,SRX013970,SAQ,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,65862D61C4016FAD2DADDE78EF70D5A1,EA649CBE56FE0EC2783CD66C698071FC
SRR031060,2010-02-18 13:11:44,2014-05-26 11:02:13,18942356,1420676700,0,75,908,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031060/SRR031060.sralite.1,SRX013970,SAQ,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,03682850F3CD24F73A3CFF5FA5B2A09B,2556FD0E325C8EA95028B2BF7A7E6B13
SRR031061,2010-02-18 13:12:42,2014-05-26 11:02:27,18784389,1408829175,0,75,900,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031061/SRR031061.sralite.1,SRX013970,SAQ,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,0F6A1E4F034921FEBCC74E1E17CF7104,8E363ED9591CE67247DC2C2FE3A9A40B
SRR031062,2010-02-18 12:32:44,2014-05-26 11:01:36,18303941,1372795575,0,75,883,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031062/SRR031062.sralite.1,SRX013970,SAQ,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,A884082BD4BC4AFEC8E33580BAA9199D,0AFC1E61201951E6B4CAEFFD8A349D26
SRR031063,2010-02-18 13:17:19,2014-05-26 11:02:20,14159707,1076137732,0,76,666,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031063/SRR031063.sralite.1,SRX013970,SAQ,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,39ABC5DD40EA91CC784268D686A67DA4,21FE7A96C90B77FBEB6EA55BED87EDBC
SRR031064,2010-02-18 13:18:26,2014-05-26 11:01:50,20958095,1592815220,0,76,974,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031064/SRR031064.sralite.1,SRX013970,SAQ,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,D7E4E77DA6F71E6DE229A9A2DCC62971,A5E585CB513B210495485AE171DB70FD
SRR031065,2010-02-18 13:18:07,2014-05-26 11:02:58,20331262,1545175912,0,76,934,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031065/SRR031065.sralite.1,SRX013970,SAQ,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,D7524AEDCFA069BF3A51708DC95764CA,9304A91D07C19B4FA629EC06167E2809
SRR031066,2010-02-18 13:18:56,2014-05-26 11:03:59,24973903,1898016628,0,76,1201,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031066/SRR031066.sralite.1,SRX013970,SAQ,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,046F2D288F2C34CCC16A6343EF5F4C62,B2F9F4A63296870084550C597B54295E
SRR031067,2010-02-18 13:16:16,2014-05-26 10:58:18,1128861,85793436,0,76,47,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031067/SRR031067.sralite.1,SRX013970,SAQ,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,F46C67B3733CC18BBF2C74E161A26881,F181AF50B555D9D6B26132154D11F37E
SRR031068,2010-02-18 13:19:15,2014-05-26 11:02:15,19960869,1517026044,0,76,939,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031068/SRR031068.sralite.1,SRX013970,SAQ,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,95AF91FAD3C04E819A722F800530AFFC,84E62FF3602200AD0DEEF28D990A2548
SRR031069,2010-02-18 13:19:04,2014-05-26 11:03:43,18791813,1428177788,0,76,902,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031069/SRR031069.sralite.1,SRX013970,SAQ,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,BFCDD00C7821124686066A20B3C71D7A,7717EE0F1D389A8AA2D9A6A32FBC3E49
SRR031070,2010-02-18 13:18:44,2014-05-26 11:03:38,17712228,1346129328,0,76,850,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031070/SRR031070.sralite.1,SRX013970,SAQ,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,159B1C8B8EB7409C796EA76217E1CA97,1998C1FD2DB95FFA05AAEAFF1159CC13
SRR031029,2010-02-17 15:49:17,2014-05-26 10:57:32,18088472,1266193040,0,70,843,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031029/SRR031029.sralite.1,SRX013966,HUMgjnRAXPEI,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,58019D041E8042A7CC58C496611446B6,18298C0DB18E014496E32E2A8504CF1F
SRR031014,2010-02-17 15:45:02,2014-05-26 10:57:30,17250070,1207504900,0,70,847,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031014/SRR031014.sralite.1,SRX013961,HUMgjnRAHPEI,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,18C9A9F1C5AC1319EE027403B6BF02A1,24DE1519819C9EB1C809B40E6A24BB7C
SRR031015,2010-02-17 15:42:46,2014-05-26 10:57:25,17613463,1232942410,0,70,864,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031015/SRR031015.sralite.1,SRX013961,HUMgjnRAHPEI,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,14CFF67E718133B1CE08F70DF2079186,296E09B3B729EEAA48C634C06C8976BA
SRR031016,2010-02-17 15:43:04,2014-05-26 10:57:11,15886728,1112070960,0,70,771,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031016/SRR031016.sralite.1,SRX013961,HUMgjnRAHPEI,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,73EE64491C8D08D7BA7997C29DA9E96F,D2A846432C1424A370F49BCA5B1A4BC6
SRR031017,2010-02-17 15:45:08,2014-05-26 10:57:10,16178449,1132491430,0,70,814,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031017/SRR031017.sralite.1,SRX013961,HUMgjnRAHPEI,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,64C04BE5EEAF747E236A731D20EFA57A,735E1AD0B5FBE60207167FA591B16650
SRR031019,2010-02-17 15:44:33,2014-05-26 10:57:37,17646117,1235228190,0,70,866,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031019/SRR031019.sralite.1,SRX013962,HUMgjnRBCPEI,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,64F6B9887265BB3DDAB7CEAC80F4552F,DC7CF138906B67A3DD5CEB6A933178E9
SRR031020,2010-02-17 15:54:53,2014-05-26 10:57:38,18231477,1276203390,0,70,899,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031020/SRR031020.sralite.1,SRX013962,HUMgjnRBCPEI,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,CFC9388DEA1F5DA4E1DBD180BD83E599,6F722C392B36FEB0211D022C2B3F23A1
SRR031021,2010-02-17 15:46:32,2014-05-26 10:57:34,16016964,1121187480,0,70,780,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031021/SRR031021.sralite.1,SRX013962,HUMgjnRBCPEI,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,2D6C7BBFCDBE488F8DA7CD6C4C59ED1A,766875D13F563563C6B55DE498E6E496
SRR031022,2010-02-17 15:45:27,2014-05-26 10:58:04,20289061,1420234270,0,70,994,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031022/SRR031022.sralite.1,SRX013962,HUMgjnRBCPEI,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,22D2FDBE93543A263471379682BE2B79,B8667ADAC9F6453D686A629A2AAB4FC1
SRR031023,2010-02-17 15:47:23,2014-05-26 10:57:39,17796807,1245776490,0,70,865,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031023/SRR031023.sralite.1,SRX013963,HUMgjnRAAPEI,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,6584B8A64185F5A1BFFBA6DD7C80BF40,1A43C977CE9B52F7BC4B3A1F8E405E54
SRR031024,2010-02-17 15:47:23,2014-05-26 10:57:21,16952629,1186684030,0,70,817,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031024/SRR031024.sralite.1,SRX013964,HUMgjnRAUPEI,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,D9F083E0051A79A8C789F2D8657AE585,D0B7370B3FDC66CC535B7931767D7021
SRR031025,2010-02-17 15:45:05,2014-05-26 10:57:41,16870580,1180940600,0,70,783,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031025/SRR031025.sralite.1,SRX013964,HUMgjnRAUPEI,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,E707E40EA6888B4818ECC403E0F5E1FB,46AD270E85A8965750C8A3383C7656A6
SRR031026,2010-02-17 15:46:19,2014-05-26 10:57:15,16900317,1183022190,0,70,786,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031026/SRR031026.sralite.1,SRX013964,HUMgjnRAUPEI,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,12893A5B6DF9F394A6B777B011784BC5,AE364FF6494223EF79D5D3A2B8537A8F
SRR031027,2010-02-17 15:46:01,2014-05-26 10:57:30,17862229,1250356030,0,70,829,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031027/SRR031027.sralite.1,SRX013964,HUMgjnRAUPEI,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,B2500EEE293B56D35C959D8EF5D92966,CB6552780768556F8F262DD4A620EA7F
SRR031028,2010-02-17 15:45:58,2014-05-26 10:56:38,13845691,969198370,0,70,637,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/031/SRR031028/SRR031028.sralite.1,SRX013965,HUMgjnRANPEI,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,C2BCCBCF0A6F800DE65C2D96E934D1EC,F03057356A863C28C87242133D7FC7D1
SRR030991,2010-02-17 15:39:06,2014-05-26 10:55:57,18036354,1262544780,0,70,840,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/030/SRR030991/SRR030991.sralite.1,SRX013956,HUMgjnRAYPEI,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,FB4A5BAF896E5BBA53C04C2185FF5CA2,BCD5C268A807DAC8E1A4F2389E4EEE7A
SRR030992,2010-02-17 15:37:24,2014-05-26 10:55:40,17151855,1200629850,0,70,852,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/030/SRR030992/SRR030992.sralite.1,SRX013956,HUMgjnRAYPEI,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,23C541D1DCEE710C02B8D59DB7CAFF51,3443BCAB527C2A41BD9FC2254440CE50
SRR030993,2010-02-17 15:39:28,2014-05-26 10:56:12,17939374,1255756180,0,70,873,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/030/SRR030993/SRR030993.sralite.1,SRX013956,HUMgjnRAYPEI,WGS,PCR,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001453,PRJNA46213,2,46213,SRS008090,SAMN00008617,simple,9606,Homo sapiens,BGI-Saqqaq,,,,,male,,no,,,,,BGI,SRA010102,,public,6AC3267915791B68B7BD0236ECC5290E,AC051CD4793CAB6F25283413B8B2B495
